
0.103013;0.000397472
0.103013;0.000325713
0.103013;0.000253535
0.103013;0.000251512
0.103013;0.000341707
0.103013;0.00081404
0.103013;0.000844722
0.103013;0.00100209
0.103013;0.000961872
0.103013;0.0010379
0.103013;0.00102069
0.103013;0.00107516
0.103013;0.00104123
0.103013;0.0011014
0.103013;0.00103774
0.103013;0.00104582
0.103013;0.000989612
0.103013;0.000942002
0.103013;0.000924712
0.103013;0.000885064
0.103013;0.000876414
0.103013;0.000901826
0.103013;0.000895804
0.103013;0.00087725
0.103013;0.000854815
0.103013;0.00082733
0.103013;0.00088172
0.103013;0.000951491
0.103013;0.000976919
0.103013;0.00100221
0.103013;0.00102589
0.103013;0.00104385
0.103013;0.00101222
0.103013;0.00101412
0.103013;0.000989639
0.103013;0.00099438
0.103013;0.00105334
0.103013;0.00107993
0.103013;0.00110395
0.103013;0.00112735
0.103013;0.00111296
0.103013;0.00110554
0.103013;0.00111495
0.103013;0.00109718
0.103013;0.0011477
0.103013;0.0011453
0.103013;0.00112689
0.103013;0.00112778
0.103013;0.00113902
0.103013;0.00113507
0.103013;0.00112738
0.103013;0.00112072
0.103013;0.00110161
0.103013;0.0010947
0.103013;0.00107763
0.103013;0.00107719
0.103013;0.00107118
0.103013;0.00106273
0.103013;0.0010562
0.103013;0.00105692
0.103013;0.00105753
0.103013;0.00104047
0.103013;0.00103627
0.103013;0.00104762
0.103013;0.00104124
0.103013;0.00105731
0.103013;0.00105179
0.103013;0.0010418
0.103013;0.00103002
0.103013;0.00102231
0.103013;0.00101548
0.103013;0.00102539
0.103013;0.00103625
0.103013;0.00102225
0.103013;0.00103281
0.103013;0.00103137
0.103013;0.00104385
0.103013;0.0010425
0.103013;0.00104148
0.103013;0.00105641
0.103013;0.0010563
0.103013;0.00105467
0.103013;0.00104846
0.103013;0.0010535
0.103013;0.00104484
0.103013;0.00106182
0.103013;0.00108143
0.103013;0.00108447
0.103013;0.00108337
0.103013;0.00108634
0.103013;0.00109284
0.103013;0.00109022
0.103013;0.00109717
0.103013;0.00108765
0.103013;0.00108021
0.103013;0.00107998
0.103013;0.00106885
0.103013;0.00107009
0.103013;0.00105969
0.103013;0.00106124
