
0.103013;0.0339319
0.103013;0.0820314
0.103013;0.0605802
0.103013;0.0942448
0.103013;0.0892308
0.103013;0.0873591
0.103013;0.096365
0.103013;0.1054
0.103013;0.110594
0.103013;0.10409
0.103013;0.121122
0.103013;0.112844
0.103013;0.107901
0.103013;0.100532
0.103013;0.094814
0.103013;0.0977607
0.103013;0.0920101
0.103013;0.0931976
0.103013;0.0915889
0.103013;0.0984559
0.103013;0.0942175
0.103013;0.0908193
0.103013;0.0887594
0.103013;0.0865548
0.103013;0.0885374
0.103013;0.0919124
0.103013;0.0886748
0.103013;0.0902619
0.103013;0.0922089
0.103013;0.0925397
0.103013;0.0896504
0.103013;0.0939873
0.103013;0.0962
0.103013;0.0971142
0.103013;0.0943719
0.103013;0.0934985
0.103013;0.091696
0.103013;0.095836
0.103013;0.0934104
0.103013;0.0915058
0.103013;0.09066
0.103013;0.0933751
0.103013;0.0919808
0.103013;0.0912927
0.103013;0.091679
0.103013;0.0918832
0.103013;0.090193
0.103013;0.091026
0.103013;0.0905968
0.103013;0.0938387
0.103013;0.0924368
0.103013;0.0910565
0.103013;0.0901969
0.103013;0.0932738
0.103013;0.0936845
0.103013;0.0941466
0.103013;0.0944936
0.103013;0.0941563
0.103013;0.0933418
0.103013;0.0929406
0.103013;0.0927225
0.103013;0.091237
0.103013;0.0910256
0.103013;0.0899428
0.103013;0.0920987
0.103013;0.0913364
0.103013;0.0905816
0.103013;0.0912168
0.103013;0.0922328
0.103013;0.0932894
0.103013;0.0938243
0.103013;0.093703
0.103013;0.0957389
0.103013;0.0972551
0.103013;0.0970744
0.103013;0.0973279
0.103013;0.0999303
0.103013;0.0988055
0.103013;0.0997007
0.103013;0.0985635
0.103013;0.0981774
0.103013;0.0973847
0.103013;0.0978763
0.103013;0.0977747
0.103013;0.0972927
0.103013;0.0963061
0.103013;0.0955522
0.103013;0.0953216
0.103013;0.0955624
0.103013;0.0952347
0.103013;0.0948982
0.103013;0.0945836
0.103013;0.0954441
0.103013;0.0975684
0.103013;0.0989432
0.103013;0.0979125
0.103013;0.0983071
0.103013;0.100242
0.103013;0.0997889
0.103013;0.0989466
